event,mid,best_ask,best_bid,buy_market_vol,sell_market_vol,buy_limit_vol,sell_limit_vol,buy_cancel_vol,sell_cancel_vol,lvl0_ask_p,lvl0_ask_v,lvl0_bid_p,lvl0_bid_v,lvl1_ask_p,lvl1_ask_v,lvl1_bid_p,lvl1_bid_v,lvl2_ask_p,lvl2_ask_v,lvl2_bid_p,lvl2_bid_v,lvl3_ask_p,lvl3_ask_v,lvl3_bid_p,lvl3_bid_v,lvl4_ask_p,lvl4_ask_v,lvl4_bid_p,lvl4_bid_v,lvl5_ask_p,lvl5_ask_v,lvl5_bid_p,lvl5_bid_v,lvl6_ask_p,lvl6_ask_v,lvl6_bid_p,lvl6_bid_v,lvl7_ask_p,lvl7_ask_v,lvl7_bid_p,lvl7_bid_v,lvl8_ask_p,lvl8_ask_v,lvl8_bid_p,lvl8_bid_v,lvl9_ask_p,lvl9_ask_v,lvl9_bid_p,lvl9_bid_v
2021,11.92,11.94,11.9,57.0,4.0,54.0,9.0,71.0,44.0,11.94,5100.0,11.9,12400.0,11.95,5800.0,11.89,17900.0,11.96,1700.0,11.88,14500.0,11.97,18700.0,11.87,9300.0,11.98,9500.0,11.86,3800.0,11.99,17600.0,11.85,19200.0,12.0,10400.0,11.84,14100.0,12.01,15400.0,11.83,7700.0,12.02,1000.0,11.82,3400.0,12.03,18000.0,11.81,16100.0
2022,11.92,11.93,11.91,56.0,37.0,7.0,78.0,2.0,13.0,11.93,2800.0,11.91,16200.0,11.94,17700.0,11.9,11300.0,11.95,9500.0,11.89,19900.0,11.96,17500.0,11.88,8300.0,11.97,10000.0,11.87,18800.0,11.98,18500.0,11.86,12900.0,11.99,13300.0,11.85,14900.0,12.0,6400.0,11.84,18400.0,12.01,6500.0,11.83,16700.0,12.02,16500.0,11.82,6400.0
2023,11.92,11.94,11.9,5.0,23.0,8.0,58.0,73.0,45.0,11.94,16300.0,11.9,17400.0,11.95,10400.0,11.89,11200.0,11.96,10600.0,11.88,1800.0,11.97,11200.0,11.87,13800.0,11.98,11600.0,11.86,10400.0,11.99,10500.0,11.85,11100.0,12.0,18600.0,11.84,8800.0,12.01,5200.0,11.83,2200.0,12.02,17500.0,11.82,4400.0,12.03,8900.0,11.81,15300.0
2024,11.91,11.92,11.9,48.0,37.0,6.0,53.0,74.0,78.0,11.92,4300.0,11.9,5400.0,11.93,13000.0,11.89,12900.0,11.94,5600.0,11.88,11200.0,11.95,14300.0,11.87,5200.0,11.96,9400.0,11.86,6300.0,11.97,18800.0,11.85,8200.0,11.98,17200.0,11.84,17700.0,11.99,4100.0,11.83,18800.0,12.0,1900.0,11.82,8300.0,12.01,4000.0,11.81,1800.0
2025,11.91,11.92,11.9,75.0,74.0,45.0,4.0,76.0,17.0,11.92,11400.0,11.9,12400.0,11.93,12000.0,11.89,8900.0,11.94,15900.0,11.88,10300.0,11.95,11100.0,11.87,9300.0,11.96,4900.0,11.86,13400.0,11.97,16700.0,11.85,6700.0,11.98,9800.0,11.84,17900.0,11.99,4900.0,11.83,9000.0,12.0,6100.0,11.82,7400.0,12.01,9700.0,11.81,18500.0
2026,11.91,11.92,11.9,49.0,25.0,54.0,4.0,2.0,57.0,11.92,1200.0,11.9,7800.0,11.93,17400.0,11.89,2500.0,11.94,10600.0,11.88,3900.0,11.95,11600.0,11.87,14500.0,11.96,13000.0,11.86,11600.0,11.97,15100.0,11.85,11100.0,11.98,12600.0,11.84,2500.0,11.99,1400.0,11.83,4100.0,12.0,11200.0,11.82,8500.0,12.01,7900.0,11.81,9500.0
2027,11.9,11.91,11.89,77.0,21.0,53.0,73.0,50.0,63.0,11.91,19700.0,11.89,8100.0,11.92,9400.0,11.88,10500.0,11.93,15700.0,11.87,14900.0,11.94,19600.0,11.86,13000.0,11.95,19100.0,11.85,12600.0,11.96,11200.0,11.84,11500.0,11.97,10100.0,11.83,4800.0,11.98,7900.0,11.82,12400.0,11.99,12500.0,11.81,4000.0,12.0,16200.0,11.8,14500.0
2028,11.895,11.92,11.87,66.0,38.0,0.0,67.0,20.0,10.0,11.92,10900.0,11.87,9500.0,11.93,11500.0,11.86,12000.0,11.94,9100.0,11.85,17300.0,11.95,4000.0,11.84,8000.0,11.96,8500.0,11.83,2800.0,11.97,2600.0,11.82,17900.0,11.98,15700.0,11.81,7900.0,11.99,6000.0,11.8,8700.0,12.0,14300.0,11.79,6600.0,12.01,2200.0,11.78,8900.0
2029,11.9,11.91,11.89,2.0,6.0,23.0,9.0,1.0,18.0,11.91,12300.0,11.89,10800.0,11.92,4200.0,11.88,17000.0,11.93,12900.0,11.87,14600.0,11.94,19100.0,11.86,10700.0,11.95,11900.0,11.85,15500.0,11.96,15700.0,11.84,17100.0,11.97,14300.0,11.83,2100.0,11.98,7600.0,11.82,12200.0,11.99,9400.0,11.81,1800.0,12.0,6000.0,11.8,6800.0
2030,11.9,11.91,11.89,72.0,16.0,14.0,44.0,5.0,17.0,11.91,1600.0,11.89,15400.0,11.92,8100.0,11.88,16000.0,11.93,17500.0,11.87,17700.0,11.94,18200.0,11.86,10400.0,11.95,5600.0,11.85,2500.0,11.96,12800.0,11.84,3400.0,11.97,5500.0,11.83,5600.0,11.98,6100.0,11.82,8000.0,11.99,7200.0,11.81,11000.0,12.0,19100.0,11.8,13200.0
2031,11.895,11.92,11.87,5.0,3.0,66.0,28.0,10.0,77.0,11.92,13800.0,11.87,4000.0,11.93,3100.0,11.86,4500.0,11.94,17100.0,11.85,4200.0,11.95,19600.0,11.84,15300.0,11.96,16700.0,11.83,6700.0,11.97,3900.0,11.82,4100.0,11.98,17200.0,11.81,9100.0,11.99,8700.0,11.8,5700.0,12.0,7700.0,11.79,8000.0,12.01,15200.0,11.78,16600.0
2032,11.9,11.92,11.88,16.0,72.0,11.0,50.0,32.0,46.0,11.92,9800.0,11.88,7300.0,11.93,9500.0,11.87,4300.0,11.94,2300.0,11.86,5400.0,11.95,1400.0,11.85,1600.0,11.96,5500.0,11.84,18100.0,11.97,4500.0,11.83,14200.0,11.98,3700.0,11.82,9800.0,11.99,12500.0,11.81,11600.0,12.0,16100.0,11.8,5800.0,12.01,15100.0,11.79,8600.0
2033,11.895,11.9,11.89,65.0,60.0,63.0,68.0,17.0,56.0,11.9,9400.0,11.89,7000.0,11.91,19900.0,11.88,16600.0,11.92,9700.0,11.87,15100.0,11.93,18300.0,11.86,6300.0,11.94,7100.0,11.85,15400.0,11.95,6300.0,11.84,2700.0,11.96,12300.0,11.83,4800.0,11.97,12100.0,11.82,3000.0,11.98,10000.0,11.81,5500.0,11.99,11000.0,11.8,5200.0
2034,11.895,11.92,11.87,39.0,12.0,19.0,50.0,6.0,9.0,11.92,5700.0,11.87,18100.0,11.93,19600.0,11.86,7200.0,11.94,13200.0,11.85,7700.0,11.95,4200.0,11.84,2800.0,11.96,17900.0,11.83,2200.0,11.97,10300.0,11.82,5100.0,11.98,15400.0,11.81,3500.0,11.99,11900.0,11.8,7500.0,12.0,10800.0,11.79,4500.0,12.01,3200.0,11.78,4300.0
2035,11.905,11.91,11.9,48.0,26.0,70.0,16.0,28.0,48.0,11.91,11900.0,11.9,13300.0,11.92,18100.0,11.89,18900.0,11.93,15200.0,11.88,1200.0,11.94,14300.0,11.87,14400.0,11.95,14400.0,11.86,13500.0,11.96,14000.0,11.85,12100.0,11.97,12700.0,11.84,14100.0,11.98,1800.0,11.83,10600.0,11.99,3400.0,11.82,18600.0,12.0,19800.0,11.81,4000.0
2036,11.895,11.9,11.89,23.0,8.0,25.0,31.0,38.0,44.0,11.9,17900.0,11.89,9900.0,11.91,13700.0,11.88,13400.0,11.92,3200.0,11.87,18200.0,11.93,13100.0,11.86,10200.0,11.94,12600.0,11.85,19500.0,11.95,13300.0,11.84,13400.0,11.96,17600.0,11.83,14200.0,11.97,3700.0,11.82,16500.0,11.98,18000.0,11.81,14900.0,11.99,3800.0,11.8,10900.0
2037,11.905001,11.92,11.89,79.0,61.0,27.0,74.0,28.0,52.0,11.92,2000.0,11.89,15600.0,11.93,19100.0,11.88,1600.0,11.94,3000.0,11.87,18700.0,11.95,16100.0,11.86,16600.0,11.96,4900.0,11.85,13100.0,11.97,16700.0,11.84,2300.0,11.98,6300.0,11.83,6600.0,11.99,11200.0,11.82,5800.0,12.0,7400.0,11.81,5800.0,12.01,2200.0,11.8,13700.0
2038,11.9,11.92,11.88,7.0,10.0,42.0,5.0,50.0,35.0,11.92,13100.0,11.88,17600.0,11.93,11900.0,11.87,13900.0,11.94,7800.0,11.86,8300.0,11.95,8800.0,11.85,19400.0,11.96,9900.0,11.84,17300.0,11.97,7000.0,11.83,14000.0,11.98,6200.0,11.82,8500.0,11.99,17300.0,11.81,13900.0,12.0,10200.0,11.8,8700.0,12.01,16100.0,11.79,3900.0
2039,11.905,11.91,11.9,19.0,52.0,74.0,53.0,14.0,0.0,11.91,17100.0,11.9,12700.0,11.92,7200.0,11.89,14200.0,11.93,19800.0,11.88,7600.0,11.94,8400.0,11.87,18600.0,11.95,7500.0,11.86,17200.0,11.96,18000.0,11.85,12000.0,11.97,2500.0,11.84,2100.0,11.98,6300.0,11.83,1300.0,11.99,15400.0,11.82,13100.0,12.0,9600.0,11.81,16400.0
2040,11.91,11.93,11.89,67.0,45.0,35.0,39.0,25.0,53.0,11.93,3500.0,11.89,10500.0,11.94,7400.0,11.88,1400.0,11.95,10000.0,11.87,3700.0,11.96,1800.0,11.86,5000.0,11.97,4700.0,11.85,12900.0,11.98,16000.0,11.84,10200.0,11.99,13100.0,11.83,2900.0,12.0,15900.0,11.82,10500.0,12.01,9100.0,11.81,17500.0,12.02,6900.0,11.8,9300.0
2041,11.905,11.91,11.9,63.0,60.0,38.0,37.0,14.0,28.0,11.91,18500.0,11.9,3800.0,11.92,10900.0,11.89,11900.0,11.93,14300.0,11.88,18600.0,11.94,7500.0,11.87,3200.0,11.95,8500.0,11.86,3900.0,11.96,14800.0,11.85,11700.0,11.97,15300.0,11.84,7400.0,11.98,19100.0,11.83,18000.0,11.99,18300.0,11.82,14500.0,12.0,4500.0,11.81,3700.0
2042,11.92,11.94,11.9,22.0,68.0,30.0,2.0,18.0,20.0,11.94,19100.0,11.9,17500.0,11.95,17700.0,11.89,13200.0,11.96,17200.0,11.88,10300.0,11.97,4000.0,11.87,5800.0,11.98,17100.0,11.86,13300.0,11.99,19900.0,11.85,18000.0,12.0,15400.0,11.84,1700.0,12.01,4500.0,11.83,8100.0,12.02,1600.0,11.82,18700.0,12.03,5300.0,11.81,8200.0
2043,11.925,11.93,11.92,41.0,73.0,24.0,9.0,76.0,69.0,11.93,13800.0,11.92,1600.0,11.94,13000.0,11.91,2900.0,11.95,18100.0,11.9,14100.0,11.96,7300.0,11.89,14300.0,11.97,6900.0,11.88,3100.0,11.98,1100.0,11.87,5100.0,11.99,14400.0,11.86,11700.0,12.0,6100.0,11.85,14000.0,12.01,8300.0,11.84,3900.0,12.02,13900.0,11.83,9600.0
2044,11.905001,11.92,11.89,2.0,26.0,78.0,35.0,51.0,13.0,11.92,13600.0,11.89,11600.0,11.93,2900.0,11.88,1900.0,11.94,2900.0,11.87,5200.0,11.95,5200.0,11.86,18400.0,11.96,15800.0,11.85,17700.0,11.97,10000.0,11.84,7100.0,11.98,8600.0,11.83,17400.0,11.99,7700.0,11.82,13000.0,12.0,3700.0,11.81,19600.0,12.01,13100.0,11.8,19300.0
2045,11.91,11.93,11.89,44.0,65.0,49.0,52.0,7.0,73.0,11.93,6500.0,11.89,12700.0,11.94,6200.0,11.88,9800.0,11.95,7100.0,11.87,3700.0,11.96,9400.0,11.86,11000.0,11.97,3900.0,11.85,8500.0,11.98,2700.0,11.84,13200.0,11.99,6900.0,11.83,2700.0,12.0,10700.0,11.82,16800.0,12.01,19800.0,11.81,19300.0,12.02,4200.0,11.8,4900.0
2046,11.91,11.92,11.9,68.0,13.0,77.0,13.0,13.0,39.0,11.92,17900.0,11.9,13000.0,11.93,11300.0,11.89,16200.0,11.94,2200.0,11.88,11500.0,11.95,11800.0,11.87,18700.0,11.96,9800.0,11.86,10700.0,11.97,16200.0,11.85,6100.0,11.98,2300.0,11.84,9900.0,11.99,12600.0,11.83,10200.0,12.0,14400.0,11.82,5800.0,12.01,1200.0,11.81,15900.0
2047,11.91,11.93,11.89,16.0,12.0,70.0,47.0,1.0,15.0,11.93,17100.0,11.89,12700.0,11.94,6900.0,11.88,8000.0,11.95,10100.0,11.87,9000.0,11.96,5200.0,11.86,8000.0,11.97,6600.0,11.85,9500.0,11.98,8100.0,11.84,11000.0,11.99,16300.0,11.83,7200.0,12.0,2000.0,11.82,16500.0,12.01,4500.0,11.81,18600.0,12.02,11000.0,11.8,10900.0
2048,11.91,11.93,11.89,74.0,70.0,34.0,71.0,68.0,67.0,11.93,8700.0,11.89,14500.0,11.94,13400.0,11.88,18600.0,11.95,1300.0,11.87,4600.0,11.96,6200.0,11.86,4600.0,11.97,19000.0,11.85,2300.0,11.98,3300.0,11.84,9300.0,11.99,6000.0,11.83,7200.0,12.0,12400.0,11.82,11600.0,12.01,17400.0,11.81,9500.0,12.02,18800.0,11.8,4600.0
2049,11.91,11.93,11.89,48.0,72.0,71.0,33.0,1.0,71.0,11.93,4600.0,11.89,8400.0,11.94,3200.0,11.88,1500.0,11.95,8000.0,11.87,11200.0,11.96,6200.0,11.86,6100.0,11.97,2800.0,11.85,3100.0,11.98,17700.0,11.84,2200.0,11.99,14300.0,11.83,14500.0,12.0,4800.0,11.82,5600.0,12.01,7900.0,11.81,13500.0,12.02,1600.0,11.8,16400.0
2050,11.91,11.92,11.9,3.0,53.0,10.0,57.0,6.0,75.0,11.92,7400.0,11.9,10400.0,11.93,18200.0,11.89,3500.0,11.94,19000.0,11.88,12600.0,11.95,9100.0,11.87,2300.0,11.96,2200.0,11.86,16500.0,11.97,8600.0,11.85,15400.0,11.98,16800.0,11.84,8600.0,11.99,7000.0,11.83,6100.0,12.0,13000.0,11.82,14400.0,12.01,7600.0,11.81,11700.0
2051,11.91,11.93,11.89,32.0,26.0,19.0,32.0,44.0,29.0,11.93,11200.0,11.89,3700.0,11.94,10900.0,11.88,15400.0,11.95,19200.0,11.87,7300.0,11.96,5500.0,11.86,17900.0,11.97,18400.0,11.85,16700.0,11.98,7300.0,11.84,6200.0,11.99,12800.0,11.83,5800.0,12.0,15600.0,11.82,8500.0,12.01,7200.0,11.81,16200.0,12.02,7700.0,11.8,3400.0
2052,11.91,11.93,11.89,13.0,33.0,36.0,6.0,37.0,73.0,11.93,16100.0,11.89,7000.0,11.94,13400.0,11.88,13500.0,11.95,2500.0,11.87,1600.0,11.96,16500.0,11.86,2000.0,11.97,7300.0,11.85,15400.0,11.98,4300.0,11.84,10900.0,11.99,3100.0,11.83,11500.0,12.0,14500.0,11.82,5700.0,12.01,6300.0,11.81,11100.0,12.02,16000.0,11.8,11300.0
2053,11.92,11.93,11.91,17.0,64.0,12.0,47.0,17.0,55.0,11.93,14300.0,11.91,8800.0,11.94,3400.0,11.9,19300.0,11.95,16100.0,11.89,1900.0,11.96,6200.0,11.88,8800.0,11.97,2500.0,11.87,17200.0,11.98,4200.0,11.86,4900.0,11.99,7000.0,11.85,18700.0,12.0,5200.0,11.84,9000.0,12.01,13900.0,11.83,3900.0,12.02,2600.0,11.82,2700.0
2054,11.92,11.94,11.9,6.0,18.0,1.0,6.0,37.0,31.0,11.94,4400.0,11.9,7200.0,11.95,18800.0,11.89,18400.0,11.96,11800.0,11.88,18800.0,11.97,1500.0,11.87,11700.0,11.98,9400.0,11.86,3200.0,11.99,11500.0,11.85,9600.0,12.0,15500.0,11.84,8900.0,12.01,9100.0,11.83,5300.0,12.02,9900.0,11.82,2400.0,12.03,11700.0,11.81,8200.0
2055,11.934999,11.96,11.91,66.0,41.0,35.0,32.0,38.0,70.0,11.96,6100.0,11.91,8000.0,11.97,17900.0,11.9,14300.0,11.98,17100.0,11.89,8400.0,11.99,8400.0,11.88,1200.0,12.0,13900.0,11.87,1300.0,12.01,19400.0,11.86,14000.0,12.02,9800.0,11.85,13500.0,12.03,19800.0,11.84,4000.0,12.04,15100.0,11.83,17400.0,12.05,12100.0,11.82,13500.0
2056,11.924999,11.95,11.9,53.0,31.0,5.0,23.0,10.0,41.0,11.95,10600.0,11.9,3900.0,11.96,19600.0,11.89,6400.0,11.97,8300.0,11.88,19400.0,11.98,2000.0,11.87,8700.0,11.99,11500.0,11.86,5400.0,12.0,13700.0,11.85,10900.0,12.01,5900.0,11.84,4900.0,12.02,6400.0,11.83,16000.0,12.03,10800.0,11.82,16000.0,12.04,14600.0,11.81,16200.0
2057,11.92,11.94,11.9,17.0,14.0,75.0,54.0,37.0,17.0,11.94,17200.0,11.9,12700.0,11.95,7800.0,11.89,14100.0,11.96,18900.0,11.88,7100.0,11.97,10200.0,11.87,17600.0,11.98,12300.0,11.86,3700.0,11.99,7600.0,11.85,5800.0,12.0,10000.0,11.84,19800.0,12.01,16900.0,11.83,19200.0,12.02,15000.0,11.82,10600.0,12.03,13500.0,11.81,10400.0
2058,11.91,11.93,11.89,6.0,46.0,42.0,2.0,64.0,59.0,11.93,1700.0,11.89,3200.0,11.94,11500.0,11.88,13500.0,11.95,5800.0,11.87,1500.0,11.96,2300.0,11.86,6900.0,11.97,17300.0,11.85,8900.0,11.98,19400.0,11.84,17900.0,11.99,17300.0,11.83,19400.0,12.0,5600.0,11.82,19500.0,12.01,18500.0,11.81,16100.0,12.02,4600.0,11.8,6500.0
2059,11.905001,11.93,11.88,24.0,55.0,77.0,34.0,72.0,10.0,11.93,13300.0,11.88,1800.0,11.94,16600.0,11.87,9000.0,11.95,1400.0,11.86,6600.0,11.96,8500.0,11.85,13400.0,11.97,12400.0,11.84,8000.0,11.98,12700.0,11.83,17900.0,11.99,7600.0,11.82,8100.0,12.0,2900.0,11.81,8100.0,12.01,6300.0,11.8,15400.0,12.02,3100.0,11.79,12200.0
2060,11.9,11.91,11.89,22.0,18.0,51.0,8.0,49.0,23.0,11.91,15600.0,11.89,5800.0,11.92,2200.0,11.88,13800.0,11.93,12100.0,11.87,11600.0,11.94,17700.0,11.86,2900.0,11.95,4700.0,11.85,9800.0,11.96,11600.0,11.84,18400.0,11.97,12700.0,11.83,5000.0,11.98,17100.0,11.82,8800.0,11.99,17400.0,11.81,6200.0,12.0,16000.0,11.8,11200.0
2061,11.91,11.93,11.89,6.0,53.0,22.0,78.0,12.0,37.0,11.93,11500.0,11.89,19500.0,11.94,3900.0,11.88,6800.0,11.95,4400.0,11.87,16800.0,11.96,17100.0,11.86,16900.0,11.97,5500.0,11.85,5900.0,11.98,8600.0,11.84,15600.0,11.99,15200.0,11.83,19700.0,12.0,15900.0,11.82,19100.0,12.01,6000.0,11.81,12500.0,12.02,11100.0,11.8,3800.0
2062,11.905,11.91,11.9,9.0,73.0,53.0,55.0,63.0,47.0,11.91,18900.0,11.9,3200.0,11.92,17200.0,11.89,6000.0,11.93,5200.0,11.88,12400.0,11.94,9800.0,11.87,8300.0,11.95,18100.0,11.86,14200.0,11.96,12500.0,11.85,15900.0,11.97,16200.0,11.84,4400.0,11.98,9300.0,11.83,18200.0,11.99,16400.0,11.82,2100.0,12.0,5600.0,11.81,6000.0
2063,11.91,11.92,11.9,54.0,72.0,5.0,44.0,24.0,49.0,11.92,10700.0,11.9,16400.0,11.93,10100.0,11.89,4400.0,11.94,11500.0,11.88,5100.0,11.95,13800.0,11.87,19500.0,11.96,13000.0,11.86,18300.0,11.97,11300.0,11.85,16400.0,11.98,18800.0,11.84,4300.0,11.99,13600.0,11.83,5800.0,12.0,2600.0,11.82,5400.0,12.01,3700.0,11.81,4500.0
2064,11.905001,11.93,11.88,60.0,73.0,40.0,70.0,12.0,65.0,11.93,1100.0,11.88,19400.0,11.94,9300.0,11.87,4100.0,11.95,7500.0,11.86,15100.0,11.96,13000.0,11.85,1900.0,11.97,3800.0,11.84,11300.0,11.98,19400.0,11.83,2300.0,11.99,17300.0,11.82,2100.0,12.0,10400.0,11.81,5300.0,12.01,9000.0,11.8,18500.0,12.02,5100.0,11.79,13100.0
2065,11.91,11.92,11.9,22.0,32.0,56.0,11.0,54.0,45.0,11.92,7300.0,11.9,13300.0,11.93,2000.0,11.89,6600.0,11.94,19100.0,11.88,14700.0,11.95,18700.0,11.87,13900.0,11.96,4500.0,11.86,9700.0,11.97,17600.0,11.85,13900.0,11.98,10800.0,11.84,17400.0,11.99,3100.0,11.83,19200.0,12.0,3300.0,11.82,19900.0,12.01,16200.0,11.81,10200.0
2066,11.924999,11.95,11.9,31.0,54.0,35.0,52.0,14.0,40.0,11.95,10000.0,11.9,1600.0,11.96,7000.0,11.89,5300.0,11.97,14400.0,11.88,4700.0,11.98,16300.0,11.87,6700.0,11.99,17100.0,11.86,7800.0,12.0,15200.0,11.85,13700.0,12.01,19800.0,11.84,10900.0,12.02,7700.0,11.83,13300.0,12.03,1500.0,11.82,19400.0,12.04,13800.0,11.81,1900.0
2067,11.905001,11.92,11.89,76.0,58.0,18.0,77.0,42.0,54.0,11.92,4200.0,11.89,1200.0,11.93,13600.0,11.88,13600.0,11.94,4000.0,11.87,11300.0,11.95,10300.0,11.86,10100.0,11.96,12700.0,11.85,17200.0,11.97,18300.0,11.84,4000.0,11.98,18900.0,11.83,11800.0,11.99,4400.0,11.82,18700.0,12.0,8000.0,11.81,9400.0,12.01,19300.0,11.8,12000.0
2068,11.92,11.93,11.91,27.0,77.0,73.0,37.0,40.0,41.0,11.93,3700.0,11.91,2300.0,11.94,16500.0,11.9,7600.0,11.95,2800.0,11.89,1700.0,11.96,18900.0,11.88,11800.0,11.97,10900.0,11.87,12200.0,11.98,8900.0,11.86,19000.0,11.99,12400.0,11.85,13100.0,12.0,17900.0,11.84,1000.0,12.01,7000.0,11.83,16800.0,12.02,2800.0,11.82,7200.0
2069,11.925,11.93,11.92,59.0,41.0,16.0,78.0,46.0,73.0,11.93,4100.0,11.92,14500.0,11.94,17000.0,11.91,6000.0,11.95,14000.0,11.9,15400.0,11.96,18200.0,11.89,18600.0,11.97,9600.0,11.88,2500.0,11.98,15100.0,11.87,11300.0,11.99,9700.0,11.86,11200.0,12.0,13200.0,11.85,6400.0,12.01,7200.0,11.84,7400.0,12.02,10300.0,11.83,13800.0
2070,11.905001,11.92,11.89,67.0,67.0,22.0,68.0,28.0,31.0,11.92,1700.0,11.89,6500.0,11.93,14800.0,11.88,1500.0,11.94,16100.0,11.87,15600.0,11.95,7000.0,11.86,12800.0,11.96,10300.0,11.85,5700.0,11.97,3800.0,11.84,19200.0,11.98,17300.0,11.83,18000.0,11.99,3600.0,11.82,19300.0,12.0,12800.0,11.81,10700.0,12.01,7400.0,11.8,5400.0
2071,11.905001,11.92,11.89,72.0,44.0,58.0,79.0,37.0,9.0,11.92,7100.0,11.89,4300.0,11.93,16000.0,11.88,19000.0,11.94,19300.0,11.87,17900.0,11.95,3500.0,11.86,15000.0,11.96,17200.0,11.85,10600.0,11.97,11600.0,11.84,8300.0,11.98,16600.0,11.83,14300.0,11.99,12900.0,11.82,1100.0,12.0,19200.0,11.81,10900.0,12.01,19100.0,11.8,13800.0
2072,11.895,11.91,11.88,77.0,65.0,20.0,12.0,9.0,49.0,11.91,10800.0,11.88,15300.0,11.92,5600.0,11.87,9500.0,11.93,1400.0,11.86,15100.0,11.94,7100.0,11.85,2800.0,11.95,16100.0,11.84,5400.0,11.96,5200.0,11.83,3700.0,11.97,12400.0,11.82,7400.0,11.98,11800.0,11.81,7500.0,11.99,15300.0,11.8,8100.0,12.0,16000.0,11.79,9800.0
2073,11.895,11.9,11.89,15.0,27.0,16.0,24.0,65.0,77.0,11.9,1200.0,11.89,9200.0,11.91,5600.0,11.88,10300.0,11.92,3300.0,11.87,15200.0,11.93,12800.0,11.86,3600.0,11.94,19500.0,11.85,7600.0,11.95,4900.0,11.84,1000.0,11.96,5600.0,11.83,1500.0,11.97,10100.0,11.82,12500.0,11.98,8000.0,11.81,17600.0,11.99,19300.0,11.8,6800.0
2074,11.9,11.91,11.89,76.0,5.0,11.0,62.0,53.0,16.0,11.91,13100.0,11.89,8600.0,11.92,6200.0,11.88,4900.0,11.93,10900.0,11.87,3700.0,11.94,13700.0,11.86,17700.0,11.95,7900.0,11.85,11800.0,11.96,19500.0,11.84,14300.0,11.97,8600.0,11.83,17700.0,11.98,1800.0,11.82,12100.0,11.99,5700.0,11.81,4400.0,12.0,10800.0,11.8,14500.0
2075,11.895,11.9,11.89,51.0,28.0,62.0,27.0,9.0,12.0,11.9,15000.0,11.89,15200.0,11.91,6400.0,11.88,8800.0,11.92,3100.0,11.87,12700.0,11.93,16200.0,11.86,10200.0,11.94,6900.0,11.85,7300.0,11.95,13300.0,11.84,13700.0,11.96,10000.0,11.83,5700.0,11.97,8800.0,11.82,7200.0,11.98,2800.0,11.81,8700.0,11.99,17100.0,11.8,12600.0
2076,11.9,11.91,11.89,18.0,26.0,9.0,57.0,65.0,33.0,11.91,3500.0,11.89,17100.0,11.92,5000.0,11.88,12600.0,11.93,11700.0,11.87,14700.0,11.94,15500.0,11.86,6500.0,11.95,15700.0,11.85,12100.0,11.96,7600.0,11.84,2900.0,11.97,11800.0,11.83,9800.0,11.98,9900.0,11.82,14100.0,11.99,14400.0,11.81,4400.0,12.0,6600.0,11.8,18100.0
2077,11.895,11.92,11.87,70.0,64.0,74.0,0.0,76.0,74.0,11.92,12200.0,11.87,8900.0,11.93,19400.0,11.86,13700.0,11.94,17100.0,11.85,9900.0,11.95,4100.0,11.84,14900.0,11.96,16500.0,11.83,12100.0,11.97,9200.0,11.82,3300.0,11.98,5600.0,11.81,18500.0,11.99,4200.0,11.8,13500.0,12.0,13600.0,11.79,9900.0,12.01,19900.0,11.78,13800.0
2078,11.895,11.9,11.89,31.0,55.0,11.0,49.0,61.0,22.0,11.9,19300.0,11.89,5900.0,11.91,15000.0,11.88,15600.0,11.92,18400.0,11.87,8800.0,11.93,7300.0,11.86,16200.0,11.94,14600.0,11.85,6200.0,11.95,6700.0,11.84,16000.0,11.96,11800.0,11.83,18200.0,11.97,12900.0,11.82,19600.0,11.98,7200.0,11.81,15700.0,11.99,4600.0,11.8,14300.0
2079,11.879999,11.9,11.86,76.0,50.0,12.0,71.0,14.0,60.0,11.9,8900.0,11.86,10800.0,11.91,16300.0,11.85,3000.0,11.92,5200.0,11.84,11600.0,11.93,8800.0,11.83,11700.0,11.94,9100.0,11.82,2200.0,11.95,18700.0,11.81,14100.0,11.96,12500.0,11.8,3800.0,11.97,4700.0,11.79,12300.0,11.98,2000.0,11.78,9900.0,11.99,17800.0,11.77,17600.0
2080,11.885,11.89,11.88,37.0,15.0,76.0,21.0,54.0,21.0,11.89,10700.0,11.88,5400.0,11.9,2400.0,11.87,4200.0,11.91,6300.0,11.86,11400.0,11.92,14700.0,11.85,9700.0,11.93,16700.0,11.84,4000.0,11.94,9000.0,11.83,12600.0,11.95,2000.0,11.82,18200.0,11.96,19900.0,11.81,15000.0,11.97,14300.0,11.8,4900.0,11.98,4400.0,11.79,5500.0
2081,11.895,11.91,11.88,52.0,54.0,43.0,56.0,14.0,64.0,11.91,3500.0,11.88,11500.0,11.92,19100.0,11.87,13800.0,11.93,17700.0,11.86,19600.0,11.94,13500.0,11.85,2900.0,11.95,18600.0,11.84,11300.0,11.96,11300.0,11.83,19700.0,11.97,13900.0,11.82,3100.0,11.98,15500.0,11.81,19400.0,11.99,5500.0,11.8,9700.0,12.0,2900.0,11.79,14600.0
